"","ID","PartnerPolicy","Trial","Intentions_RT","Correct","Incorrect","Real_Answer","Agency","HI","SI","Final_Guess","Control","Game","CumulativeCor","Propab","Proprel","Sum","PercentageCor","Age","Education","Ethnicity","Religion","Sex","BigLadder","ComLadder","Persec","SocRef","CD","IA","IN","UE","BOLIFEtot","ICARTot","ICARrt","Response","Type1","Type2","Option1_PPT","Option1_Partner","Option2_PPT","Option2_Partner","Diff1","Diff2","Choice","ChoiceAction"
"27","54b60d74fdf99b1ce0367ab5","Prosocial",9,1222.70500002196,1,0,"Option 2",78,NA,NA,NA,1,"Choose",5,0.277777777777778,0.555555555555556,9,0.5,31,"College/Sixth Form (A level or equivalent)","""White""","Atheist","Female",50,57,17,28,6,3,8,5,22,3,7887.37,2,"Competative","Individual",7,2,8,5,5,3,"Individual",2
"28","54b60d74fdf99b1ce0367ab5","Prosocial",10,1326.43999997526,0,1,"Option 2",78,NA,NA,NA,1,"Choose",5,0.277777777777778,0.5,9,0.5,31,"College/Sixth Form (A level or equivalent)","""White""","Atheist","Female",50,57,17,28,6,3,8,5,22,3,7887.37,1,"Competative","Individual",11,6,9,2,7,5,"Competative",3
"29","54b60d74fdf99b1ce0367ab5","Prosocial",11,1767.23499997752,1,0,"Option 2",78,NA,NA,NA,1,"Choose",6,0.333333333333333,0.545454545454545,9,0.5,31,"College/Sixth Form (A level or equivalent)","""White""","Atheist","Female",50,57,17,28,6,3,8,5,22,3,7887.37,2,"Competative","Prosocial",9,5,9,9,0,4,"Prosocial",1
"30","54b60d74fdf99b1ce0367ab5","Prosocial",12,1805.53000001237,0,1,"Option 1",78,NA,NA,NA,1,"Choose",6,0.333333333333333,0.5,9,0.5,31,"College/Sixth Form (A level or equivalent)","""White""","Atheist","Female",50,57,17,28,6,3,8,5,22,3,7887.37,2,"Prosocial","Individual",7,7,10,5,0,5,"Individual",2
"31","54b60d74fdf99b1ce0367ab5","Prosocial",13,1380.75499999104,1,0,"Option 2",78,NA,NA,NA,1,"Choose",7,0.388888888888889,0.538461538461538,9,0.5,31,"College/Sixth Form (A level or equivalent)","""White""","Atheist","Female",50,57,17,28,6,3,8,5,22,3,7887.37,2,"Competative","Individual",6,2,8,5,4,3,"Individual",2
"32","54b60d74fdf99b1ce0367ab5","Prosocial",14,1282.99999999581,0,1,"Option 1",78,NA,NA,NA,1,"Choose",7,0.388888888888889,0.5,9,0.5,31,"College/Sixth Form (A level or equivalent)","""White""","Atheist","Female",50,57,17,28,6,3,8,5,22,3,7887.37,2,"Prosocial","Individual",8,8,10,5,0,5,"Individual",2
"33","54b60d74fdf99b1ce0367ab5","Prosocial",15,1028.79499999108,0,1,"Option 1",78,NA,NA,NA,1,"Choose",7,0.388888888888889,0.466666666666667,9,0.5,31,"College/Sixth Form (A level or equivalent)","""White""","Atheist","Female",50,57,17,28,6,3,8,5,22,3,7887.37,2,"Prosocial","Individual",6,6,10,5,0,5,"Individual",2
"34","54b60d74fdf99b1ce0367ab5","Prosocial",16,1841.42000001157,0,1,"Option 2",78,NA,NA,NA,1,"Choose",7,0.388888888888889,0.4375,9,0.5,31,"College/Sixth Form (A level or equivalent)","""White""","Atheist","Female",50,57,17,28,6,3,8,5,22,3,7887.37,1,"Individual","Prosocial",12,5,10,10,0,7,"Individual",2
"35","54b60d74fdf99b1ce0367ab5","Prosocial",17,1436.87999999383,1,0,"Option 2",78,NA,NA,NA,1,"Choose",8,0.444444444444444,0.470588235294118,9,0.5,31,"College/Sixth Form (A level or equivalent)","""White""","Atheist","Female",50,57,17,28,6,3,8,5,22,3,7887.37,2,"Competative","Individual",8,2,9,5,6,4,"Individual",2
"36","54b60d74fdf99b1ce0367ab5","Prosocial",18,1233.39499998838,1,0,"Option 2",78,NA,NA,NA,1,"Choose",9,0.5,0.5,9,0.5,31,"College/Sixth Form (A level or equivalent)","""White""","Atheist","Female",50,57,17,28,6,3,8,5,22,3,7887.37,2,"Competative","Prosocial",10,5,10,10,0,5,"Prosocial",1
"37","55780ee6fdf99b4cbc0aef95","Individualist",1,2312.00000000536,1,0,"Option 1",2,NA,NA,NA,1,"Choose",1,0.0555555555555556,1,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,1,"Prosocial","Individual",8,8,10,5,0,5,"Prosocial",1
"38","55780ee6fdf99b4cbc0aef95","Individualist",2,3831.99999999488,1,0,"Option 2",2,NA,NA,NA,1,"Choose",2,0.111111111111111,1,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,2,"Individual","Prosocial",12,5,8,8,0,7,"Prosocial",1
"39","55780ee6fdf99b4cbc0aef95","Individualist",3,4839.99999999651,0,1,"Option 2",2,NA,NA,NA,1,"Choose",2,0.111111111111111,0.666666666666667,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,1,"Competative","Individual",11,6,9,2,7,5,"Competative",3
"40","55780ee6fdf99b4cbc0aef95","Individualist",4,3846.00000000501,0,1,"Option 1",2,NA,NA,NA,1,"Choose",2,0.111111111111111,0.5,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,2,"Prosocial","Individual",6,6,10,5,0,5,"Individual",2
"41","55780ee6fdf99b4cbc0aef95","Individualist",5,2903.0000000057,1,0,"Option 2",2,NA,NA,NA,1,"Choose",3,0.166666666666667,0.6,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,2,"Competative","Prosocial",10,5,10,10,0,5,"Prosocial",1
"42","55780ee6fdf99b4cbc0aef95","Individualist",6,7759.00000000547,0,1,"Option 2",2,NA,NA,NA,1,"Choose",3,0.166666666666667,0.5,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,1,"Competative","Individual",10,6,8,2,6,4,"Competative",3
"43","55780ee6fdf99b4cbc0aef95","Individualist",7,3925.00000000291,0,1,"Option 2",2,NA,NA,NA,1,"Choose",3,0.166666666666667,0.428571428571429,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,1,"Individual","Prosocial",12,5,9,9,0,7,"Individual",2
"44","55780ee6fdf99b4cbc0aef95","Individualist",8,3612.99999999756,1,0,"Option 2",2,NA,NA,NA,1,"Choose",4,0.222222222222222,0.5,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,2,"Competative","Individual",7,2,8,5,5,3,"Individual",2
"45","55780ee6fdf99b4cbc0aef95","Individualist",9,4279.00000000955,1,0,"Option 2",2,NA,NA,NA,1,"Choose",5,0.277777777777778,0.555555555555556,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,2,"Competative","Individual",6,2,8,5,4,3,"Individual",2
"46","55780ee6fdf99b4cbc0aef95","Individualist",10,3020.00000000407,0,1,"Option 1",2,NA,NA,NA,1,"Choose",5,0.277777777777778,0.5,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,2,"Prosocial","Competative",7,7,7,2,0,5,"Competative",3
"47","55780ee6fdf99b4cbc0aef95","Individualist",11,4203.9999999979,0,1,"Option 1",2,NA,NA,NA,1,"Choose",5,0.277777777777778,0.454545454545455,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,2,"Prosocial","Individual",7,7,10,5,0,5,"Individual",2
"48","55780ee6fdf99b4cbc0aef95","Individualist",12,2366.99999999837,0,1,"Option 2",2,NA,NA,NA,1,"Choose",5,0.277777777777778,0.416666666666667,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,1,"Competative","Individual",12,6,10,2,8,6,"Competative",3
"49","55780ee6fdf99b4cbc0aef95","Individualist",13,4500,1,0,"Option 1",2,NA,NA,NA,1,"Choose",6,0.333333333333333,0.461538461538462,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,1,"Prosocial","Competative",6,6,6,2,0,4,"Prosocial",1
"50","55780ee6fdf99b4cbc0aef95","Individualist",14,6278.99999999499,1,0,"Option 2",2,NA,NA,NA,1,"Choose",7,0.388888888888889,0.5,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,2,"Competative","Individual",8,2,9,5,6,4,"Individual",2
"51","55780ee6fdf99b4cbc0aef95","Individualist",15,2369.99999999534,0,1,"Option 2",2,NA,NA,NA,1,"Choose",7,0.388888888888889,0.466666666666667,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,1,"Competative","Prosocial",8,5,8,8,0,3,"Competative",3
"52","55780ee6fdf99b4cbc0aef95","Individualist",16,2228.99999999208,0,1,"Option 2",2,NA,NA,NA,1,"Choose",7,0.388888888888889,0.4375,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,1,"Competative","Prosocial",9,5,9,9,0,4,"Competative",3
"53","55780ee6fdf99b4cbc0aef95","Individualist",17,4084.00000000256,0,1,"Option 2",2,NA,NA,NA,1,"Choose",7,0.388888888888889,0.411764705882353,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,1,"Individual","Prosocial",12,5,10,10,0,7,"Individual",2
"54","55780ee6fdf99b4cbc0aef95","Individualist",18,1950.00000001164,1,0,"Option 1",2,NA,NA,NA,1,"Choose",8,0.444444444444444,0.444444444444444,8,0.444444444444444,38,"Undergraduate Degree (e.g. BSc; MBBS)","English/Welsh/Scottish/Northern Irish/British","Atheist","Female",37,33,20,22,5,6,7,1,19,3,20691,1,"Prosocial","Competative",8,8,8,2,0,6,"Prosocial",1
"55","559cdad9fdf99b66f54b7794","Competative",1,6443.53000000001,1,0,"Option 1",99,NA,NA,NA,1,"Choose",1,0.0555555555555556,1,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,1,"Prosocial","Individual",6,6,10,5,0,5,"Prosocial",1
"56","559cdad9fdf99b66f54b7794","Competative",2,6403.07499999994,0,1,"Option 2",99,NA,NA,NA,1,"Choose",1,0.0555555555555556,0.5,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,1,"Competative","Individual",12,6,10,2,8,6,"Competative",3
"57","559cdad9fdf99b66f54b7794","Competative",3,2483.59000000004,1,0,"Option 2",99,NA,NA,NA,1,"Choose",2,0.111111111111111,0.666666666666667,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,2,"Competative","Prosocial",10,5,10,10,0,5,"Prosocial",1
"58","559cdad9fdf99b66f54b7794","Competative",4,5320.81999999992,1,0,"Option 2",99,NA,NA,NA,1,"Choose",3,0.166666666666667,0.75,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,2,"Competative","Individual",6,2,8,5,4,3,"Individual",2
"59","559cdad9fdf99b66f54b7794","Competative",5,2047.40500000003,1,0,"Option 2",99,NA,NA,NA,1,"Choose",4,0.222222222222222,0.8,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,2,"Individual","Prosocial",12,5,10,10,0,7,"Prosocial",1
"60","559cdad9fdf99b66f54b7794","Competative",6,2854.02999999996,1,0,"Option 1",99,NA,NA,NA,1,"Choose",5,0.277777777777778,0.833333333333333,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,1,"Prosocial","Competative",8,8,8,2,0,6,"Prosocial",1
"61","559cdad9fdf99b66f54b7794","Competative",7,1517.9549999998,1,0,"Option 1",99,NA,NA,NA,1,"Choose",6,0.333333333333333,0.857142857142857,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,1,"Prosocial","Competative",6,6,6,2,0,4,"Prosocial",1
"62","559cdad9fdf99b66f54b7794","Competative",8,1609.58499999992,1,0,"Option 1",99,NA,NA,NA,1,"Choose",7,0.388888888888889,0.875,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,1,"Prosocial","Individual",8,8,10,5,0,5,"Prosocial",1
"63","559cdad9fdf99b66f54b7794","Competative",9,5129.44000000016,1,0,"Option 2",99,NA,NA,NA,1,"Choose",8,0.444444444444444,0.888888888888889,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,2,"Competative","Individual",8,2,9,5,6,4,"Individual",2
"64","559cdad9fdf99b66f54b7794","Competative",10,4625.61000000004,1,0,"Option 2",99,NA,NA,NA,1,"Choose",9,0.5,0.9,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,2,"Individual","Prosocial",12,5,8,8,0,7,"Prosocial",1
"65","559cdad9fdf99b66f54b7794","Competative",11,4967.55499999995,0,1,"Option 2",99,NA,NA,NA,1,"Choose",9,0.5,0.818181818181818,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,1,"Competative","Individual",11,6,9,2,7,5,"Competative",3
"66","559cdad9fdf99b66f54b7794","Competative",12,1435.62,1,0,"Option 2",99,NA,NA,NA,1,"Choose",10,0.555555555555556,0.833333333333333,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,2,"Competative","Prosocial",8,5,8,8,0,3,"Prosocial",1
"67","559cdad9fdf99b66f54b7794","Competative",13,2041.32499999992,1,0,"Option 2",99,NA,NA,NA,1,"Choose",11,0.611111111111111,0.846153846153846,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,2,"Individual","Prosocial",12,5,9,9,0,7,"Prosocial",1
"68","559cdad9fdf99b66f54b7794","Competative",14,1669.1350000001,1,0,"Option 1",99,NA,NA,NA,1,"Choose",12,0.666666666666667,0.857142857142857,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,1,"Prosocial","Individual",7,7,10,5,0,5,"Prosocial",1
"69","559cdad9fdf99b66f54b7794","Competative",15,1807.40500000003,1,0,"Option 1",99,NA,NA,NA,1,"Choose",13,0.722222222222222,0.866666666666667,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,1,"Prosocial","Competative",7,7,7,2,0,5,"Prosocial",1
"70","559cdad9fdf99b66f54b7794","Competative",16,6661.26499999996,0,1,"Option 2",99,NA,NA,NA,1,"Choose",13,0.722222222222222,0.8125,15,0.833333333333333,39,"Undergraduate Degree (e.g. BSc; MBBS)","Chinese","Other (please specify)","Female",38,11,15,6,7,3,6,4,20,7,40518.96,1,"Competative","Individual",10,6,8,2,6,4,"Competative",3
